job_id,job_title,salary_usd,location,work_type,experience_level,industry,company_size,skills_required,num_skills,post_date,applicants
JP-12187,BI Analyst,53000,"Denver, CO",On-Site,Entry (0-2 yrs),Finance,Small (51-200),"BigQuery, Looker, Google Sheets, Redshift",4,2025-05-18,113
JP-12188,Data Analyst,78000,"Boston, MA",Hybrid,Entry (0-2 yrs),Consulting,Large (1001-5000),"Redshift, Google Sheets, Looker, R",4,2025-10-09,91
JP-12189,Data Engineer,125000,"Portland, OR",Hybrid,Mid (3-5 yrs),Technology,Enterprise (5000+),"Azure, Docker, SQL",3,2025-06-03,85
JP-12190,Senior Data Analyst,89000,"Raleigh, NC",Hybrid,Senior (6-10 yrs),Finance,Small (51-200),"dbt, MySQL, Airflow, Google Sheets",4,2025-09-18,78
JP-12191,Data Analyst,61000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Healthcare,Enterprise (5000+),"Tableau, Looker, Scala, R, MySQL",5,2025-10-28,89
JP-12192,Analytics Engineer,87000,"Portland, OR",Remote,Entry (0-2 yrs),Retail,Startup (1-50),"MongoDB, Scala, dbt, MySQL, Snowflake, Git",6,2025-03-29,138
JP-12193,Business Analyst,77000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Excel, Java",2,2025-10-22,85
JP-12194,Data Analyst,44000,"Miami, FL",Hybrid,Entry (0-2 yrs),Media,Startup (1-50),"Java, Scala, PostgreSQL, Databricks",4,2025-07-11,118
JP-12195,ML Engineer,164000,"Nashville, TN",Remote,Lead (10+ yrs),Consulting,Small (51-200),"TensorFlow, SQL, PyTorch, Kafka",4,2025-12-24,121
JP-12196,Data Analyst,96000,"Portland, OR",Hybrid,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"R, Google Sheets, Looker",3,2025-10-25,108
JP-12197,Business Analyst,63000,"Miami, FL",Hybrid,Mid (3-5 yrs),Technology,Startup (1-50),"Tableau, Power BI",2,2025-02-28,78
JP-12198,Data Engineer,95000,"Atlanta, GA",Remote,Mid (3-5 yrs),Retail,Startup (1-50),"AWS, MongoDB, Git, Docker, Scala",5,2025-12-23,144
JP-12199,Senior Data Scientist,182000,"Dallas, TX",On-Site,Senior (6-10 yrs),Education,Large (1001-5000),"Airflow, Java, PyTorch, Azure, MongoDB, SQL",6,2025-03-01,75
JP-12200,BI Analyst,73000,"San Francisco, CA",Hybrid,Entry (0-2 yrs),Manufacturing,Large (1001-5000),"SQL, Redshift, Git",3,2025-06-16,120
JP-12201,Data Analyst,60000,"Atlanta, GA",Remote,Entry (0-2 yrs),Healthcare,Small (51-200),"Power BI, Looker",2,2025-05-26,172
JP-12202,Data Engineer,157000,"San Francisco, CA",Remote,Entry (0-2 yrs),Technology,Enterprise (5000+),"Git, PostgreSQL, Docker, Scala, Azure, MySQL, Power BI, AWS",8,2025-05-23,169
JP-12203,Data Analyst,75000,"New York, NY",Hybrid,Mid (3-5 yrs),Finance,Startup (1-50),"Tableau, SQL, Excel, Kafka",4,2025-02-13,84
JP-12204,Senior Data Scientist,174000,"Raleigh, NC",On-Site,Lead (10+ yrs),Technology,Mid-Market (201-1000),"Snowflake, Docker, Scikit-learn, Java, Git",5,2025-11-03,79
JP-12205,Data Scientist,122000,"Miami, FL",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"AWS, Airflow, Google Sheets, Databricks, XGBoost, Tableau, R",7,2025-07-19,115
JP-12206,Data Scientist,87000,"Phoenix, AZ",On-Site,Mid (3-5 yrs),Retail,Startup (1-50),"PyTorch, MongoDB, Java, GCP, PostgreSQL, Spark MLlib, Scala",7,2025-02-04,68
JP-12207,ML Engineer,146000,"Miami, FL",Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"SQL, Power BI, dbt, Looker, BigQuery, Spark MLlib, Airflow, Java",8,2025-04-04,108
JP-12208,Data Analyst,61000,"Raleigh, NC",Remote,Entry (0-2 yrs),Retail,Enterprise (5000+),"BigQuery, Power BI, Databricks, SQL, Snowflake, Redshift",6,2025-03-16,191
JP-12209,Data Scientist,107000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Retail,Small (51-200),"MongoDB, TensorFlow, Java, Excel, Spark MLlib, GCP",6,2025-04-20,84
JP-12210,Senior Data Analyst,102000,"Phoenix, AZ",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"Spark MLlib, Python, SQL, Google Sheets, Excel",5,2025-02-09,124
JP-12211,Business Analyst,74000,"Chicago, IL",Hybrid,Mid (3-5 yrs),Insurance,Mid-Market (201-1000),"Scala, Power BI, R",3,2025-10-16,83
JP-12212,Data Analyst,83000,"Boston, MA",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"Azure, AWS, Excel, Git",4,2025-02-18,73
JP-12213,Data Scientist,131000,"Raleigh, NC",Remote,Senior (6-10 yrs),Manufacturing,Large (1001-5000),"MongoDB, Scikit-learn, Python, MySQL",4,2025-08-29,152
JP-12214,Data Engineer,166000,"New York, NY",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"Java, Docker, BigQuery",3,2025-01-23,77
JP-12215,Senior Data Analyst,149000,Remote,Remote,Senior (6-10 yrs),Technology,Large (1001-5000),"Power BI, Azure, SQL, BigQuery, Spark MLlib, Java, Google Sheets, TensorFlow",8,2025-11-17,132
JP-12216,BI Analyst,108000,"Nashville, TN",Remote,Lead (10+ yrs),Retail,Mid-Market (201-1000),"PostgreSQL, MySQL, Excel, R, Git, Scala, Airflow",7,2025-07-20,128
JP-12217,Data Analyst,65000,"Raleigh, NC",Remote,Entry (0-2 yrs),Finance,Enterprise (5000+),"Git, Redshift, dbt, MySQL, Power BI, Java",6,2025-04-20,187
JP-12218,Senior Data Analyst,115000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Media,Enterprise (5000+),"Java, SQL, Databricks, Looker, PostgreSQL, Google Sheets",6,2025-05-13,110
JP-12219,Data Scientist,100000,"Portland, OR",Hybrid,Entry (0-2 yrs),Technology,Enterprise (5000+),"Google Sheets, PyTorch, Power BI, Java, Spark MLlib, GCP",6,2025-12-07,109
JP-12220,Business Analyst,93000,"Portland, OR",On-Site,Lead (10+ yrs),Technology,Mid-Market (201-1000),"Google Sheets, Tableau, dbt, SQL",4,2025-10-01,85
JP-12221,Data Analyst,110000,"Denver, CO",Remote,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"BigQuery, SQL, PostgreSQL, Looker, Power BI",5,2025-01-31,132
JP-12222,ML Engineer,112000,Remote,Remote,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"TensorFlow, Azure, Scikit-learn, Git, GCP, Java",6,2025-05-01,172
JP-12223,Data Engineer,110000,"Chicago, IL",Hybrid,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Python, Snowflake, Docker, GCP",4,2025-04-01,127
JP-12224,Business Analyst,49000,"Raleigh, NC",On-Site,Entry (0-2 yrs),Manufacturing,Enterprise (5000+),"Google Sheets, Python, dbt, SQL, MongoDB, Excel",6,2025-12-02,127
JP-12225,Data Analyst,102000,"New York, NY",Hybrid,Mid (3-5 yrs),Insurance,Large (1001-5000),"Python, Looker",2,2025-01-13,81
JP-12226,ML Engineer,127000,"Minneapolis, MN",Hybrid,Senior (6-10 yrs),Technology,Small (51-200),"TensorFlow, dbt, Databricks, Snowflake, MongoDB, Python, XGBoost",7,2025-09-07,68
JP-12227,Senior Data Analyst,124000,"Minneapolis, MN",Remote,Mid (3-5 yrs),Retail,Large (1001-5000),"Python, BigQuery, TensorFlow, Looker, Docker, Kafka",6,2025-08-11,124
JP-12228,Business Analyst,77000,"San Francisco, CA",Hybrid,Entry (0-2 yrs),Technology,Small (51-200),"Databricks, Power BI, Excel, GCP",4,2025-01-01,93
JP-12229,Data Analyst,72000,"Raleigh, NC",Hybrid,Entry (0-2 yrs),Insurance,Enterprise (5000+),"Power BI, GCP",2,2025-09-30,103
JP-12230,Data Engineer,132000,"Dallas, TX",On-Site,Mid (3-5 yrs),Healthcare,Mid-Market (201-1000),"Kafka, SQL, MySQL",3,2025-08-06,61
JP-12231,Data Analyst,78000,"Chicago, IL",On-Site,Senior (6-10 yrs),Insurance,Startup (1-50),"Kafka, PostgreSQL, Airflow, BigQuery, Java, Looker",6,2025-08-31,81
JP-12232,BI Analyst,78000,"Dallas, TX",Remote,Mid (3-5 yrs),Retail,Enterprise (5000+),"Looker, SQL, Java",3,2025-06-07,132
JP-12233,Data Analyst,71000,"Chicago, IL",On-Site,Mid (3-5 yrs),Manufacturing,Small (51-200),"dbt, Google Sheets, Docker, MySQL",4,2025-11-18,84
JP-12234,Data Analyst,52000,"Dallas, TX",Remote,Mid (3-5 yrs),Manufacturing,Startup (1-50),"Excel, Looker, Scala",3,2025-09-14,108
JP-12235,Business Analyst,75000,"Atlanta, GA",On-Site,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"Excel, Java",2,2025-02-21,90
JP-12236,Business Analyst,78000,"Austin, TX",Remote,Entry (0-2 yrs),Insurance,Enterprise (5000+),"Snowflake, Power BI, Looker",3,2025-11-23,169
JP-12237,Senior Data Analyst,81000,"Minneapolis, MN",Remote,Entry (0-2 yrs),Manufacturing,Mid-Market (201-1000),"AWS, Scala, R, Google Sheets, Tableau, Docker",6,2025-10-19,158
JP-12238,Data Scientist,152000,Remote,Remote,Mid (3-5 yrs),Technology,Enterprise (5000+),"XGBoost, Google Sheets, Python, AWS, Snowflake, Git",6,2025-07-29,116
JP-12239,Senior Data Engineer,301000,"Seattle, WA",Remote,Lead (10+ yrs),Technology,Large (1001-5000),"Docker, MySQL, dbt, Snowflake, SQL, Python",6,2025-12-21,158
JP-12240,Senior Data Analyst,125000,"Raleigh, NC",Hybrid,Senior (6-10 yrs),Retail,Large (1001-5000),"Java, SQL, Power BI",3,2025-03-12,79
JP-12241,Senior Data Scientist,170000,"Chicago, IL",On-Site,Senior (6-10 yrs),Finance,Small (51-200),"Snowflake, SQL, GCP, Docker, XGBoost",5,2025-08-09,71
JP-12242,Data Analyst,66000,"Dallas, TX",On-Site,Mid (3-5 yrs),Technology,Small (51-200),"Power BI, Excel",2,2025-11-17,89
JP-12243,Business Analyst,66000,"Boston, MA",Hybrid,Entry (0-2 yrs),Technology,Startup (1-50),"Looker, Power BI, Scala",3,2025-04-27,93
JP-12244,Data Analyst,71000,"Seattle, WA",Hybrid,Entry (0-2 yrs),Media,Small (51-200),"R, Looker, Tableau",3,2025-12-10,113
JP-12245,Data Analyst,89000,"Miami, FL",Remote,Senior (6-10 yrs),Finance,Small (51-200),"Tableau, Airflow, Python, dbt, Java",5,2025-02-11,131
JP-12246,BI Analyst,103000,"Boston, MA",Hybrid,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Scala, SQL",2,2025-03-31,86
JP-12247,Data Engineer,118000,"Portland, OR",On-Site,Mid (3-5 yrs),Technology,Small (51-200),"Airflow, GCP, Redshift, Python",4,2025-09-07,81
JP-12248,Senior Data Analyst,123000,"Denver, CO",Hybrid,Senior (6-10 yrs),Healthcare,Mid-Market (201-1000),"dbt, Git, Java, MySQL",4,2025-04-05,86
JP-12249,Senior Data Analyst,114000,"Minneapolis, MN",On-Site,Lead (10+ yrs),Media,Large (1001-5000),"Spark MLlib, SQL, Docker, Scikit-learn, Airflow, Tableau",6,2025-10-22,71
JP-12250,BI Analyst,122000,"Boston, MA",Remote,Senior (6-10 yrs),Finance,Large (1001-5000),"AWS, BigQuery, Redshift, R, Databricks, Tableau",6,2025-01-23,148
JP-12251,Analytics Engineer,143000,"Atlanta, GA",Hybrid,Senior (6-10 yrs),Media,Small (51-200),"MongoDB, Snowflake, Git, Python, Airflow, MySQL",6,2025-04-25,72
JP-12252,Business Analyst,102000,"Nashville, TN",Hybrid,Senior (6-10 yrs),Consulting,Enterprise (5000+),"MySQL, Databricks, Power BI, Google Sheets, BigQuery, AWS",6,2025-12-22,74
JP-12253,Data Analyst,66000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"Google Sheets, Spark MLlib, Git, Java, Scala, Airflow",6,2025-04-18,82
JP-12254,Analytics Engineer,133000,"New York, NY",Remote,Mid (3-5 yrs),Finance,Small (51-200),"MongoDB, BigQuery, R",3,2025-08-28,134
JP-12255,Data Engineer,152000,"Minneapolis, MN",On-Site,Senior (6-10 yrs),Media,Large (1001-5000),"Tableau, PostgreSQL, MySQL, Azure, Python",5,2025-03-11,76
JP-12256,Business Analyst,49000,"Chicago, IL",On-Site,Entry (0-2 yrs),Consulting,Startup (1-50),"Azure, GCP",2,2025-12-08,107
JP-12257,Data Analyst,74000,"New York, NY",Remote,Entry (0-2 yrs),Consulting,Small (51-200),"Looker, MongoDB, Scala, R, Redshift",5,2025-12-26,168
JP-12258,ML Engineer,207000,Remote,Remote,Mid (3-5 yrs),Education,Enterprise (5000+),"Databricks, dbt, Java, Python, Docker, XGBoost, Snowflake",7,2025-01-10,124
JP-12259,Business Analyst,97000,"Phoenix, AZ",Hybrid,Lead (10+ yrs),Education,Enterprise (5000+),"Power BI, Python, Google Sheets",3,2025-04-15,70
JP-12260,Data Scientist,143000,"Chicago, IL",Hybrid,Senior (6-10 yrs),Technology,Mid-Market (201-1000),"Google Sheets, Redshift, Spark MLlib, MongoDB, PyTorch, Scala",6,2025-12-30,84
JP-12261,Data Engineer,178000,"Seattle, WA",Remote,Senior (6-10 yrs),Consulting,Mid-Market (201-1000),"Kafka, dbt, Excel",3,2025-03-03,150
JP-12262,Senior Data Analyst,120000,"Denver, CO",On-Site,Mid (3-5 yrs),Finance,Enterprise (5000+),"Power BI, Scala, Tableau, MySQL, PostgreSQL",5,2025-04-22,83
JP-12263,Business Analyst,80000,"Nashville, TN",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"R, Java, Tableau",3,2025-05-29,84
JP-12264,Senior Data Analyst,119000,"Miami, FL",On-Site,Lead (10+ yrs),Technology,Small (51-200),"Google Sheets, MySQL, R, MongoDB, Databricks, Tableau",6,2025-08-09,83
JP-12265,ML Engineer,135000,"Miami, FL",Hybrid,Lead (10+ yrs),Healthcare,Startup (1-50),"Kafka, XGBoost, Scala, Git",4,2025-11-01,79
JP-12266,BI Analyst,64000,"Atlanta, GA",Hybrid,Entry (0-2 yrs),Finance,Enterprise (5000+),"SQL, MongoDB, PostgreSQL, Python",4,2025-12-16,102
JP-12267,Business Analyst,55000,"Phoenix, AZ",Hybrid,Entry (0-2 yrs),Insurance,Small (51-200),"GCP, Excel, Snowflake, SQL, Google Sheets, R, MySQL",7,2025-04-05,112
JP-12268,ML Engineer,184000,"Seattle, WA",Remote,Senior (6-10 yrs),Media,Small (51-200),"GCP, Python, R, Git, XGBoost, Docker",6,2025-07-28,131
JP-12269,Senior Data Analyst,137000,"San Francisco, CA",Hybrid,Senior (6-10 yrs),Education,Mid-Market (201-1000),"MongoDB, Tableau, dbt, Java, Power BI, AWS, PyTorch, Redshift, Python",9,2025-02-06,64
JP-12270,ML Engineer,156000,"Chicago, IL",Remote,Mid (3-5 yrs),Finance,Small (51-200),"R, PyTorch, Scala",3,2025-04-07,139
JP-12271,Data Scientist,117000,"Austin, TX",Hybrid,Mid (3-5 yrs),Finance,Startup (1-50),"Spark MLlib, SQL, Snowflake, Excel, Tableau, Scikit-learn",6,2025-05-09,79
JP-12272,Data Scientist,104000,"Portland, OR",Hybrid,Mid (3-5 yrs),Technology,Large (1001-5000),"XGBoost, Spark MLlib, Java, SQL",4,2025-09-21,83
JP-12273,Data Engineer,117000,"Portland, OR",Hybrid,Mid (3-5 yrs),Consulting,Startup (1-50),"SQL, BigQuery, Snowflake",3,2025-12-16,76
JP-12274,Data Scientist,139000,"Denver, CO",Hybrid,Mid (3-5 yrs),Finance,Large (1001-5000),"SQL, Azure, MongoDB, PostgreSQL, Databricks, Scala",6,2025-01-27,85
JP-12275,ML Engineer,136000,"Nashville, TN",Hybrid,Mid (3-5 yrs),Finance,Enterprise (5000+),"Scala, BigQuery, TensorFlow, MongoDB, Kafka, Spark MLlib, Python",7,2025-11-21,88
JP-12276,Business Analyst,59000,"Phoenix, AZ",On-Site,Entry (0-2 yrs),Consulting,Small (51-200),"SQL, Scala, Power BI",3,2025-10-23,113
JP-12277,Senior Data Engineer,221000,"Dallas, TX",On-Site,Lead (10+ yrs),Insurance,Large (1001-5000),"TensorFlow, BigQuery, Airflow, Redshift, AWS, SQL, Git",7,2025-05-12,64
JP-12278,Business Analyst,97000,"Portland, OR",On-Site,Mid (3-5 yrs),Government,Enterprise (5000+),"Looker, Redshift, PostgreSQL, Azure, GCP, Tableau",6,2025-06-17,81
JP-12279,ML Engineer,147000,Remote,Remote,Mid (3-5 yrs),Insurance,Small (51-200),"Docker, Spark MLlib, Databricks, Java, Airflow",5,2025-05-31,105
JP-12280,Business Analyst,137000,"San Francisco, CA",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Java, Tableau, Power BI, Python",4,2025-07-13,120
JP-12281,Data Analyst,97000,"Raleigh, NC",Remote,Senior (6-10 yrs),Insurance,Large (1001-5000),"BigQuery, SQL, Redshift, Excel",4,2025-08-16,102
JP-12282,Senior Data Scientist,203000,"San Francisco, CA",On-Site,Senior (6-10 yrs),Manufacturing,Small (51-200),"Looker, Git, AWS, Spark MLlib, MongoDB, Kafka, Scikit-learn, Azure",8,2025-10-19,82
JP-12283,BI Analyst,94000,"San Francisco, CA",On-Site,Entry (0-2 yrs),Technology,Large (1001-5000),"Spark MLlib, Azure, dbt, XGBoost, Looker, AWS",6,2025-02-04,109
JP-12284,Data Analyst,47000,"Nashville, TN",On-Site,Entry (0-2 yrs),Healthcare,Startup (1-50),"Looker, Python, Kafka, Docker",4,2025-03-26,121
JP-12285,Data Engineer,158000,Remote,Remote,Senior (6-10 yrs),Finance,Large (1001-5000),"BigQuery, Azure, SQL, Docker, Airflow",5,2025-06-21,96
JP-12286,BI Analyst,112000,Remote,Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Tableau, Looker, Docker, MySQL",4,2025-07-20,139
JP-12287,Data Analyst,64000,"Nashville, TN",On-Site,Entry (0-2 yrs),Technology,Mid-Market (201-1000),"Power BI, SQL, Python",3,2025-06-05,102
JP-12288,Senior Data Scientist,124000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Insurance,Large (1001-5000),"Tableau, Java, Databricks",3,2025-12-22,101
JP-12289,Data Analyst,115000,"Austin, TX",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Power BI, Databricks, AWS",3,2025-12-06,78
JP-12290,Data Engineer,193000,"Denver, CO",Remote,Lead (10+ yrs),Manufacturing,Large (1001-5000),"Databricks, Scala, BigQuery, Azure, Git",5,2025-09-11,155
JP-12291,Data Scientist,163000,"San Francisco, CA",Hybrid,Mid (3-5 yrs),Consulting,Small (51-200),"Airflow, Databricks, SQL, Power BI",4,2025-04-03,94
JP-12292,BI Analyst,62000,"Minneapolis, MN",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Looker, MySQL",2,2025-09-09,78
JP-12293,Business Analyst,84000,"Boston, MA",Remote,Mid (3-5 yrs),Education,Mid-Market (201-1000),"SQL, Java, Excel",3,2025-11-15,129
JP-12294,Data Engineer,163000,"New York, NY",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"R, SQL, Java",3,2025-07-29,89
JP-12295,Senior Data Scientist,167000,"Denver, CO",Hybrid,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Databricks, AWS, Scala, Spark MLlib, SQL",5,2025-02-02,95
JP-12296,Data Scientist,114000,"Minneapolis, MN",Hybrid,Mid (3-5 yrs),Technology,Small (51-200),"Looker, Java, AWS, Redshift, Excel, Azure, Scikit-learn, BigQuery",8,2025-10-10,64
JP-12297,BI Analyst,76000,"Minneapolis, MN",On-Site,Senior (6-10 yrs),Consulting,Large (1001-5000),"Excel, Tableau, R, Scala, PostgreSQL, MySQL",6,2025-06-16,86
JP-12298,Data Scientist,157000,"Chicago, IL",On-Site,Senior (6-10 yrs),Finance,Enterprise (5000+),"XGBoost, AWS, Python, Azure",4,2025-10-17,83
JP-12299,Senior Data Scientist,213000,"Dallas, TX",On-Site,Lead (10+ yrs),Finance,Mid-Market (201-1000),"BigQuery, Python, Airflow, Scala, Kafka, Scikit-learn, Looker, Databricks",8,2025-11-19,75
JP-12300,Data Engineer,83000,"Austin, TX",Hybrid,Entry (0-2 yrs),Manufacturing,Startup (1-50),"Kafka, AWS, Redshift, Docker",4,2025-01-28,118
JP-12301,Data Analyst,95000,"Seattle, WA",On-Site,Mid (3-5 yrs),Technology,Enterprise (5000+),"Java, Power BI",2,2025-05-19,73
JP-12302,Business Analyst,71000,Remote,Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Python, Scala",2,2025-04-13,147
JP-12303,Analytics Engineer,102000,"Atlanta, GA",Remote,Mid (3-5 yrs),Finance,Large (1001-5000),"Kafka, SQL, R, Azure",4,2025-03-26,132
JP-12304,Data Analyst,76000,"Boston, MA",On-Site,Entry (0-2 yrs),Technology,Enterprise (5000+),"PostgreSQL, Excel, PyTorch, MongoDB",4,2025-06-21,120
JP-12305,Data Analyst,100000,"Seattle, WA",Remote,Mid (3-5 yrs),Technology,Large (1001-5000),"MongoDB, SQL, AWS, Looker, Azure",5,2025-01-28,118
JP-12306,Data Analyst,56000,"Boston, MA",On-Site,Entry (0-2 yrs),Finance,Small (51-200),"Google Sheets, Java, MongoDB, R, PostgreSQL",5,2025-06-14,120
JP-12307,Senior Data Analyst,160000,"Seattle, WA",Hybrid,Senior (6-10 yrs),Finance,Mid-Market (201-1000),"Scala, Spark MLlib, Excel, Azure, Snowflake, R, Google Sheets",7,2025-06-01,73
JP-12308,Data Engineer,148000,"Atlanta, GA",Remote,Lead (10+ yrs),Retail,Mid-Market (201-1000),"SQL, Databricks, Snowflake, Python",4,2025-11-02,128
JP-12309,Analytics Engineer,87000,"Atlanta, GA",On-Site,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Kafka, Power BI, Google Sheets, Redshift, Airflow, TensorFlow, GCP, Snowflake, Spark MLlib",9,2025-05-20,92
JP-12310,Senior Data Scientist,229000,"Dallas, TX",Remote,Senior (6-10 yrs),Technology,Enterprise (5000+),"Java, dbt, Spark MLlib, R, Power BI",5,2025-02-13,128
JP-12311,BI Analyst,117000,"New York, NY",Hybrid,Mid (3-5 yrs),Consulting,Large (1001-5000),"Airflow, Excel, Google Sheets",3,2025-11-12,81
JP-12312,Senior Data Analyst,122000,"Raleigh, NC",Hybrid,Senior (6-10 yrs),Retail,Enterprise (5000+),"Redshift, Git, Docker, MongoDB, Excel",5,2025-12-24,84
JP-12313,Data Engineer,77000,"Miami, FL",Hybrid,Entry (0-2 yrs),Healthcare,Small (51-200),"MySQL, R, Tableau, Azure, Git, BigQuery",6,2025-06-26,137
JP-12314,Data Scientist,151000,"Chicago, IL",On-Site,Lead (10+ yrs),Technology,Large (1001-5000),"Spark MLlib, PostgreSQL, XGBoost, R, Tableau, MongoDB, Power BI, SQL",8,2025-01-28,73
JP-12315,Business Analyst,71000,"Miami, FL",Remote,Senior (6-10 yrs),Finance,Large (1001-5000),"Databricks, SQL, Excel, Looker, Azure",5,2025-10-03,107
JP-12316,BI Analyst,96000,"Denver, CO",On-Site,Mid (3-5 yrs),Finance,Enterprise (5000+),"BigQuery, Google Sheets",2,2025-08-26,91
JP-12317,Data Analyst,70000,"Boston, MA",Hybrid,Mid (3-5 yrs),Finance,Large (1001-5000),"Java, Scala, Tableau",3,2025-06-04,72
JP-12318,Data Scientist,96000,Remote,Remote,Entry (0-2 yrs),Finance,Large (1001-5000),"Java, SQL, Scala",3,2025-03-04,173
JP-12319,Data Scientist,140000,"Denver, CO",Hybrid,Mid (3-5 yrs),Government,Enterprise (5000+),"R, Scala, XGBoost, Looker",4,2025-01-12,94
JP-12320,Senior Data Analyst,131000,"Dallas, TX",On-Site,Lead (10+ yrs),Retail,Large (1001-5000),"R, Excel, SQL, Power BI",4,2025-02-07,77
JP-12321,Senior Data Scientist,204000,"Boston, MA",On-Site,Senior (6-10 yrs),Finance,Startup (1-50),"Redshift, XGBoost, GCP, SQL",4,2025-12-04,79
JP-12322,BI Analyst,64000,"Nashville, TN",Remote,Entry (0-2 yrs),Consulting,Startup (1-50),"Power BI, Google Sheets, Scala",3,2025-09-13,169
JP-12323,BI Analyst,48000,"Nashville, TN",Remote,Entry (0-2 yrs),Finance,Small (51-200),"dbt, Google Sheets, Excel",3,2025-11-13,158
JP-12324,Data Analyst,85000,"San Francisco, CA",Remote,Mid (3-5 yrs),Finance,Mid-Market (201-1000),"Excel, Python, Git, dbt, Tableau",5,2025-06-09,147
JP-12325,Data Engineer,119000,"Dallas, TX",Remote,Mid (3-5 yrs),Technology,Mid-Market (201-1000),"Snowflake, R, Databricks, PostgreSQL, MongoDB, Docker",6,2025-07-06,132
JP-12326,Analytics Engineer,122000,"Denver, CO",On-Site,Mid (3-5 yrs),Healthcare,Large (1001-5000),"Scala, Scikit-learn, Databricks, Kafka, Redshift, XGBoost",6,2025-12-15,92
JP-12327,Senior Data Scientist,177000,"Phoenix, AZ",Hybrid,Senior (6-10 yrs),Technology,Enterprise (5000+),"Spark MLlib, Java, Google Sheets, Redshift, Git, PyTorch, MongoDB, Power BI",8,2025-11-03,63
JP-12328,BI Analyst,91000,"New York, NY",Hybrid,Entry (0-2 yrs),Consulting,Mid-Market (201-1000),"R, Tableau, Google Sheets",3,2025-05-30,116
